TSNE1,TSNE2,sustainability_score,high_sust,cluster,proba_esg
21.709703,-48.62856,24.72,1,2,0.6107247104091732
21.668598,-48.696396,24.72,1,2,0.6110913773423796
21.70689,-48.644157,24.72,1,2,0.6107885849337156
21.717491,-48.6075,24.72,1,2,0.6106261712997079
23.610807,-48.872272,24.72,1,2,0.6057196802218382
23.569744,-48.912117,24.72,1,2,0.6059883890752498
23.60889,-48.636925,24.72,1,2,0.6048884980978292
23.606104,-48.664616,24.72,1,2,0.6049956531549188
39.763504,64.54495,21.35,0,0,0.18717001217644502
39.777218,64.54163,21.35,0,0,0.18715049662572197
90.2447,8.022514,20.53,0,0,0.21736611836406255
90.30376,8.005146,20.53,0,0,0.21727993981254107
91.87042,6.508917,20.17,0,0,0.2176162853388359
91.88521,6.4967465,20.17,0,0,0.21761451676279897
8.635936,-96.27941,28.79,1,2,0.7907063757977519
8.633472,-96.27807,28.79,1,2,0.790708349484314
8.693853,-96.27354,28.79,1,2,0.7905676771689796
8.692252,-96.27424,28.79,1,2,0.79057284245067
8.69106,-96.27331,28.79,1,2,0.7905731054398235
39.34739,64.580986,21.35,0,0,0.18790978646415227
88.90847,7.652897,20.53,0,0,0.22127264453816778
90.58543,8.028755,20.53,0,0,0.21660024257069346
90.56137,8.03977,20.53,0,0,0.21662530560180002
90.53327,8.0543375,20.53,0,0,0.21665028654661497
87.62746,6.4755077,20.53,0,0,0.22720904873879172
87.62508,6.4687033,20.53,0,0,0.22723225284890125
87.62495,6.4751043,20.53,0,0,0.22721581395284393
88.98024,7.5343704,20.53,0,0,0.22141650741249022
88.9119,7.5726323,20.53,0,0,0.22147095248077742
88.84458,7.821909,20.53,0,0,0.22098184111127356
90.88581,6.209023,20.17,0,0,0.2205628448542251
90.89007,6.1851306,20.17,0,0,0.2206145185025211
-0.09550737,-91.83359,28.08,1,2,0.7983691811134525
84.49255,-2.4613855,18.4,0,0,0.2591357390267007
84.49187,-2.461418,18.4,0,0,0.2591375397819276
84.488785,-2.4605243,18.4,0,0,0.25914265303843914
-68.71611,-21.25903,29.6,1,1,0.7711002937984107
-68.716484,-21.259056,29.6,1,1,0.7711012189352623
-68.71603,-21.257364,29.6,1,1,0.771095726211537
-39.87739,-4.667417,24.38,1,1,0.6442482331062639
-39.87788,-4.6649666,24.38,1,1,0.6442413215260849
-39.878056,-4.667765,24.38,1,1,0.6442513920095234
16.329096,43.57168,20.01,0,0,0.2988855334887318
77.96542,5.4216285,20.23,0,0,0.2528903525030719
33.664017,33.216152,18.81,0,0,0.2843375647552875
14.966163,-46.738758,21.92,0,2,0.6247128487668407
-39.566856,90.06162,31.96,1,1,0.30565565500614406
-13.371131,-30.767145,21.93,0,2,0.6545234013877842
-41.04055,25.994516,22.05,0,1,0.5380323678002915
-50.672016,-75.974434,30.47,1,2,0.8575812616131854
27.286842,-26.832708,23.87,1,2,0.5133960582785757
5.3977175,46.986664,22.61,0,0,0.3182524903779657
37.45805,1.4945104,24.84,1,0,0.37755691345819065
92.91584,-48.26094,24.64,1,2,0.3827864051989056
76.77769,-15.457545,20.38,0,2,0.3192947011547518
94.773575,-52.2403,24.11,1,2,0.3911302560655079
-49.619644,-8.235269,27.52,1,1,0.6842128643218945
-64.04372,17.879318,23.18,0,1,0.6390626160471765
-73.66041,63.602528,28.41,1,1,0.5037924874276429
-73.483696,63.050575,28.41,1,1,0.5052743275579011
94.52098,-52.607082,24.11,1,2,0.3932121039064254
94.56941,-52.322887,24.11,1,2,0.39205345004595804
48.083847,2.993998,23.8,1,0,0.34075425148777544
37.73362,1.3862507,24.84,1,0,0.37709669028497655
93.02425,-48.149265,24.64,1,2,0.38206199224576803
33.782913,6.4942055,26.34,1,0,0.37127573221588056
36.72189,1.9567825,24.84,1,0,0.37818132941577404
-41.978374,-70.826546,24.18,1,2,0.8328633362630367
-42.069473,-71.079254,24.18,1,2,0.8335502420133747
95.01172,-52.605225,24.11,1,2,0.39168942489670955
33.77748,6.485795,26.34,1,0,0.37132139236212736
-45.600834,-35.86429,23.64,1,1,0.7562948893613456
-45.714687,-36.188797,23.64,1,1,0.7574553846902282
-45.70566,-36.191895,23.64,1,1,0.7574423720257049
75.01046,-29.592466,20.69,0,2,0.37199338834633144
37.9974,0.02426763,24.18,1,0,0.38106503845993633
-46.013752,22.335033,22.13,0,1,0.5674230449742017
-31.88952,70.720345,25.74,1,1,0.3470504375243414
-31.904034,71.07219,25.74,1,1,0.3459069026485101
-32.520325,70.88617,25.74,1,1,0.34834425439639466
-32.508923,70.87652,25.74,1,1,0.3483433349154051
-32.520325,70.88617,25.74,1,1,0.34834425439639466
76.54679,-14.632369,20.38,0,2,0.3172781852388313
4.58683,47.268906,22.61,0,0,0.31962197100123596
5.1862907,47.069534,22.61,0,0,0.3185792662131842
14.977918,-46.365044,21.92,0,2,0.6233717494597648
-22.865477,-11.852667,23.5,0,1,0.6178425001815795
-83.89355,-35.04115,22.17,0,1,0.8342952286349946
2.7542655,-33.30725,25.46,1,2,0.6148774943992789
2.787343,-33.307392,25.46,1,2,0.6147764960944664
-63.727776,-32.604404,25.27,1,1,0.7889838801942327
-64.00769,-32.696766,25.27,1,1,0.7898154459099005
-63.93331,-32.68389,25.27,1,1,0.7896235749427224
-46.731842,-35.580494,23.64,1,1,0.7582120232742453
-46.69701,-35.58855,23.64,1,1,0.7581512685584325
47.00373,-26.76324,27.05,1,2,0.44944566254745527
48.061638,-26.89236,27.05,1,2,0.44653129017565474
47.00373,-26.76324,27.05,1,2,0.44944566254745527
-19.11127,-94.97274,24.66,1,2,0.8414768339148144
-19.080923,-94.99403,24.66,1,2,0.8414666693922144
-85.761536,-36.71238,23.07,0,1,0.8409702196156913
-86.070854,-36.453106,23.07,0,1,0.840989982118639
3.1742923,-19.566494,26.44,1,2,0.5641065649571331
-33.790558,-16.689207,21.6,0,1,0.6668483672492849
-33.792236,-16.687273,21.6,0,1,0.6668468018255571
2.2131379,-19.909866,26.44,1,2,0.5684208883488155
2.7221458,-19.653513,26.44,1,2,0.5658648632509053
-84.4939,-31.246399,22.17,0,1,0.8274500159699959
-84.5046,-31.235376,22.17,0,1,0.8274463877111766
-84.502304,-31.238758,22.17,0,1,0.8274493278314646
2.419914,-20.26718,26.44,1,2,0.5690685345361637
-83.95105,-35.23269,22.17,0,1,0.8347918674108769
-83.94834,-35.18349,22.17,0,1,0.8346859825161558
-84.16667,-31.525341,22.17,0,1,0.8274375997037227
17.479715,-66.91808,27.99,1,2,0.6851333473936356
17.48463,-66.926445,27.99,1,2,0.6851464643236648
17.452543,-66.93649,27.99,1,2,0.6852684099068855
-19.901728,-95.694374,24.66,1,2,0.8442561832600896
-19.807644,-95.53486,24.66,1,2,0.8437830402977207
2.9893372,-19.50135,26.44,1,2,0.5644573238239545
2.1955967,-19.868368,26.44,1,2,0.5683250773802706
2.48246,-19.66249,26.44,1,2,0.566660463700748
2.7225406,-19.53433,26.44,1,2,0.5654276522727589
-85.69055,-36.464737,23.07,0,1,0.8403531581899771
-85.7564,-36.369175,23.07,0,1,0.8402767365118746
2.8559768,-20.793516,26.44,1,2,0.5696045377735303
2.3692658,-20.598286,26.44,1,2,0.5704378053584729
3.006772,-20.365704,26.44,1,2,0.5675628941321975
3.5046408,-20.18653,26.44,1,2,0.5653235289028675
3.1217794,-20.511284,26.44,1,2,0.5677291084533037
-72.33168,63.19776,28.47,1,1,0.5009949976353147
-72.46301,63.0801,28.47,1,1,0.5018583474675739
-72.33174,63.197376,28.47,1,1,0.5009966293773335
-72.30818,63.221844,28.47,1,1,0.5008292454897004
-72.64514,63.54521,28.47,1,1,0.5007171659147468
-72.73225,63.171333,28.47,1,1,0.5023908901184858
-72.62462,63.54748,28.47,1,1,0.5006422381772888
-82.25736,60.709095,28.47,1,1,0.5423084611027066
-82.30365,60.696278,28.47,1,1,0.5425046839863839
-82.246254,60.713566,28.47,1,1,0.5422562137609223
-79.10616,61.057003,28.47,1,1,0.5308680504429766
-78.99166,61.00082,28.47,1,1,0.530706874930066
-81.992004,60.491425,28.47,1,1,0.5422594227320852
-81.97593,60.405643,28.47,1,1,0.5425247097478496
-81.992004,60.491425,28.47,1,1,0.5422594227320852
-82.13652,60.706024,28.47,1,1,0.5419311473826333
-77.10228,61.78051,28.47,1,1,0.5217096616666218
-77.00801,61.721886,28.47,1,1,0.5216226640803584
-77.00801,61.72185,28.47,1,1,0.5216227916270288
-17.974655,-95.68713,24.66,1,2,0.8409303227587537
-18.168293,-96.257126,24.66,1,2,0.8423955897351681
-17.974655,-95.68713,24.66,1,2,0.8409303227587537
-18.938377,-96.14689,24.66,1,2,0.8434992744383922
-18.667135,-95.43487,24.66,1,2,0.8416269107484978
-76.59429,-34.476704,23.07,0,1,0.819564388094127
-76.59224,-34.476707,23.07,0,1,0.8195604640820043
-42.086456,-89.5423,28.27,1,2,0.868310248431325
-42.61159,-89.41506,28.27,1,2,0.8688706721298434
-42.277515,-90.61964,28.27,1,2,0.8704130068646486
-43.003075,-90.4632,28.27,1,2,0.8712086162166605
-42.16532,-89.96428,28.27,1,2,0.8691432408920976
-42.80863,-89.82301,28.27,1,2,0.8698504260136813
-42.240326,-90.558334,28.27,1,2,0.870255629449356
-43.02097,-90.43524,28.27,1,2,0.8711879206022141
-42.240326,-90.558334,28.27,1,2,0.870255629449356
-42.079533,-88.780754,28.27,1,2,0.8669980158643135
-42.069798,-88.79378,28.27,1,2,0.8670058286375159
-42.080235,-88.78072,28.27,1,2,0.8669990121940727
-42.452557,-90.732956,28.27,1,2,0.8708584700911799
-42.70542,-90.73304,28.27,1,2,0.8712266389654537
-42.615086,-90.73065,28.27,1,2,0.8710912715162881
-42.148037,-88.14706,28.27,1,2,0.8660093521149139
-42.121693,-88.15817,28.27,1,2,0.8659889458000422
-42.145775,-88.14594,28.27,1,2,0.8660040265961652
-31.49654,71.01509,25.74,1,1,0.34490531210129566
-31.486795,70.809105,25.74,1,1,0.3455700033413503
-31.49654,71.01509,25.74,1,1,0.34490531210129566
-30.870855,70.86877,25.74,1,1,0.3435670133532471
-30.863735,70.87238,25.74,1,1,0.3435340651366735
-30.870855,70.86877,25.74,1,1,0.3435670133532471
-76.22701,62.636086,28.41,1,1,0.5156984545356627
-46.678436,-35.627125,23.64,1,1,0.758212437947631
-46.703568,-35.624336,23.64,1,1,0.7582645192350389
-46.671814,-35.623936,23.64,1,1,0.758188002382828
-46.591507,-35.57133,23.64,1,1,0.7578534843489216
48.077988,-26.698843,27.05,1,2,0.44576702018505027
48.079575,-26.653639,27.05,1,2,0.4455956750101312
-85.69703,-36.521965,23.07,0,1,0.8404786844035153
47.64866,-27.200634,27.05,1,2,0.44898931072261966
47.46148,-27.236965,27.05,1,2,0.449723254175585
47.78198,-27.199387,27.05,1,2,0.44855739032933273
2.7637892,-33.27383,25.46,1,2,0.6147304368536797
2.798435,-33.25459,25.46,1,2,0.6145562580318057
-64.10958,-32.719875,25.27,1,1,0.7900915916508638
-22.82633,-11.827693,23.5,0,1,0.6176349264045883
-22.795998,-11.812395,23.5,0,1,0.6174883114122985
-51.772465,-17.735804,27.09,1,1,0.7196124373132574
-51.76977,-17.740812,27.09,1,1,0.7196204423414253
-51.633232,-17.959948,27.09,1,1,0.7199216531463024
-52.277893,-18.155514,27.09,1,1,0.7221873360373036
-52.275585,-18.154655,27.09,1,1,0.7221787725214894
-51.20206,-17.569479,27.09,1,1,0.7176172545413855
-51.20206,-17.569479,27.09,1,1,0.7176172545413855
-51.20206,-17.569479,27.09,1,1,0.7176172545413855
46.877285,-26.368813,27.05,1,2,0.44839822889193864
47.372086,-26.537306,27.05,1,2,0.4474331586717152
48.163498,-26.572113,27.05,1,2,0.44502726567573514
-63.681805,-32.594784,25.27,1,1,0.7888608385634791
-63.680233,-32.60127,25.27,1,1,0.7888735276264247
-63.088142,-34.047913,25.27,1,1,0.7911736914526817
6.0454473,-45.70479,19.03,0,2,0.6478936488300925
6.073898,-45.694336,19.03,0,2,0.6477740437118975
6.20402,-45.172836,19.03,0,2,0.6456148720986263
6.0644903,-45.701523,19.03,0,2,0.64782626688429
5.3379116,-45.19874,19.03,0,2,0.6482661996008177
5.35795,-45.17459,19.03,0,2,0.6481250108268792
5.432355,-45.069763,19.03,0,2,0.6475490021115482
5.3530564,-45.180225,19.03,0,2,0.6481586016606249
-56.478542,64.12137,29.34,1,1,0.44641128931861085
-19.393852,-96.11536,24.66,1,2,0.8442150287560657
-56.650463,63.82392,29.34,1,1,0.4480567605049158
-56.65386,63.83421,29.34,1,1,0.44802975973377773
2.794815,-20.834162,26.44,1,2,0.569947136859839
2.5184364,-20.806786,26.44,1,2,0.5707248078901456
-56.21153,64.23388,29.34,1,1,0.44514268953327235
2.129485,-20.392199,26.44,1,2,0.5704472677062375
-56.21182,64.23242,29.34,1,1,0.4451489758609671
2.5184364,-20.806786,26.44,1,2,0.5707248078901456
3.2936735,-20.572926,26.44,1,2,0.5674077073179189
-56.385113,63.71349,29.34,1,1,0.4476131300183099
-73.98822,63.212006,28.41,1,1,0.5063076320005804
-85.88013,-36.78231,23.07,0,1,0.8413146617238065
-74.07546,63.3339,28.41,1,1,0.5061365636810821
-86.088486,-36.609615,23.07,0,1,0.8413318322052221
-73.97626,63.23625,28.41,1,1,0.5061786559810446
-73.90081,63.07317,28.41,1,1,0.5065411996648025
-86.06582,-36.645077,23.07,0,1,0.8413631011469853
-76.38018,62.70795,28.41,1,1,0.5159268940910644
-76.22701,62.636086,28.41,1,1,0.5156984545356627
-82.89619,60.211685,28.41,1,1,0.5461984273849416
-82.92427,60.101906,28.41,1,1,0.5466936893662937
-82.89619,60.211685,28.41,1,1,0.5461984273849416
-82.3931,59.772373,28.41,1,1,0.5462038661459125
-19.657938,-95.29031,24.66,1,2,0.843046036048629
-19.483599,-94.991005,24.66,1,2,0.8421554535473431
47.306126,-27.056099,27.05,1,2,0.4495550218556872
4.1615205,-21.265171,26.44,1,2,0.5671773206231349
4.044942,-21.161898,26.44,1,2,0.5671706860450162
4.1027203,-21.229683,26.44,1,2,0.5672346480380215
4.1266937,-21.238375,26.44,1,2,0.5671901611868353
-86.24041,-35.138504,23.07,0,1,0.8386527087995425
-86.24707,-35.112255,23.07,0,1,0.8386115017777956
-86.2453,-35.118553,23.07,0,1,0.8386210881057689
47.189182,-26.084465,27.05,1,2,0.44635247791510513
47.8276,-26.17456,27.05,1,2,0.444640401671474
47.8276,-26.17456,27.05,1,2,0.444640401671474
47.533882,-25.440445,27.05,1,2,0.4428819646768849
47.429882,-25.449097,27.05,1,2,0.4432462654365458
47.537846,-25.440512,27.05,1,2,0.4428695387248175
17.16041,-66.9931,27.99,1,2,0.6862657031110738
17.069002,-66.93601,27.99,1,2,0.6863376978305544
-45.716305,-36.1799,23.64,1,1,0.7574349023478061
5.586951,-22.709412,26.44,1,2,0.5679216277630346
5.52195,-22.632767,26.44,1,2,0.5678482867151192
5.5694485,-22.693735,26.44,1,2,0.567920004676866
5.5629563,-22.690264,26.44,1,2,0.5679279642791663
7.029768,-23.864895,26.44,1,2,0.5675555339901958
7.005564,-23.874866,26.44,1,2,0.5676689389481335
6.725213,-24.11934,26.44,1,2,0.5694528269445539
7.0072937,-23.87322,26.44,1,2,0.5676574248455122
7.0113,-23.867624,26.44,1,2,0.5676242367114406
3.297572,-33.782894,25.46,1,2,0.6148873824734987
3.322906,-33.756557,25.46,1,2,0.6147167865534893
3.8266752,-33.974857,25.46,1,2,0.6139402968122618
3.8303132,-33.97443,25.46,1,2,0.6139276164921837
-63.65046,-33.735706,25.27,1,1,0.7916091735048475
-63.643085,-33.741615,25.27,1,1,0.791607924756628
-63.35556,-33.47549,25.27,1,1,0.7903369008974288
-22.764345,-12.585934,23.5,0,1,0.6201081591491848
-86.30429,-34.38841,23.07,0,1,0.8372486831484797
-86.15774,-33.276318,23.07,0,1,0.8347181513384144
-86.14803,-33.252552,23.07,0,1,0.8346519777793974
17.395103,-66.4175,27.99,1,2,0.6837605061255566
17.37609,-66.40926,27.99,1,2,0.6837872526783473
16.87402,-66.594246,27.99,1,2,0.6857859245643921
16.820929,-66.11341,27.99,1,2,0.6843898962658467
16.911394,-66.07817,27.99,1,2,0.684023265789566
16.820066,-66.1138,27.99,1,2,0.6843935603846245
-45.074642,-36.023415,23.64,1,1,0.7554739788055764
-45.04474,-36.0505,23.64,1,1,0.7554768926802241
-45.25072,-36.50444,23.64,1,1,0.7572142075805516
-44.596985,-36.687637,23.64,1,1,0.7561568392719008
-44.456905,-36.284428,23.64,1,1,0.7547124328584803
-44.429115,-36.298122,23.64,1,1,0.7546835176895292
-44.59997,-36.6925,23.64,1,1,0.7561773262053454
-34.905285,-16.190624,21.6,0,1,0.6684062581402423
-34.905685,-16.191412,21.6,0,1,0.6684100077701218
-34.908993,-16.186386,21.6,0,1,0.6684029215062101
-35.13361,-16.12189,21.6,0,1,0.6688350104384891
-35.126816,-16.116383,21.6,0,1,0.6687973526480023
-35.137127,-16.119967,21.6,0,1,0.6688387643333235
-34.265865,-16.446535,21.6,0,1,0.6674136782706142
-34.26898,-16.444952,21.6,0,1,0.6674173992739478
-83.860016,-33.164898,22.17,0,1,0.8303361250632246
-83.86966,-33.13125,22.17,0,1,0.8302831449384697
-83.89186,-35.014072,22.17,0,1,0.8342364698596888
-83.947914,-35.06842,22.17,0,1,0.8344486886142567
-83.83924,-34.981174,22.17,0,1,0.8340743920101589
-83.94885,-35.084034,22.17,0,1,0.8344824780224189
